ESTU_GENERO,ESTU_VALORMATRICULAUNIVERSIDAD,ESTU_PAGOMATRICULACREDITO,FAMI_ESTRATOVIVIENDA,FAMI_TIENEINTERNET,FAMI_TIENECOMPUTADOR,FAMI_TIENESERVICIOTV,FAMI_TIENEAUTOMOVIL,FAMI_TIENEMOTOCICLETA,FAMI_NUMPERSONASACARGO,ESTU_HORASSEMANATRABAJA,PUNT_GLOBAL,FELICIDAD
M,Entre 4 millones y menos de 5.5 millones,Si,Estrato 1,Si,Si,Si,No,No,3 o 4,Menos de 10 horas,17,40%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 3,Si,Si,Si,No,No,2,Más de 30 horas,14,40%
F,Entre 2.5 millones y menos de 4 millones,Si,Estrato 2,Si,Si,Si,Si,No,3 o 4,Más de 30 horas,12,40%
F,Entre 2.5 millones y menos de 4 millones,Si,Estrato 2,Si,Si,No,No,No,2,Menos de 10 horas,1,40%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 3,Si,No,No,No,No,2,Entre 11 y 20 horas,193,40%
M,Entre 4 millones y menos de 5.5 millones,No,Estrato 3,Si,No,No,No,No,3 o 4,Entre 11 y 20 horas,180,40%
F,Entre 4 millones y menos de 5.5 millones,No,Estrato 1,No,Si,No,No,No,5 o 6,0,176,40%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 3,Si,Si,Si,No,No,5 o 6,Más de 30 horas,173,40%
F,Menos de 500 mil,No,Estrato 1,No,No,No,No,Si,5 o 6,Entre 11 y 20 horas,172,40%
M,Entre 1 millón y menos de 2.5 millones,Si,Estrato 1,Si,Si,No,No,No,1,Más de 30 horas,167,40%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 1,Si,No,Si,No,Si,5 o 6,Entre 21 y 30 horas,164,40%
F,Entre 4 millones y menos de 5.5 millones,No,Estrato 1,Si,Si,No,No,No,5 o 6,Entre 11 y 20 horas,161,40%
F,Entre 4 millones y menos de 5.5 millones,No,Estrato 1,No,No,Si,No,Si,3 o 4,Entre 21 y 30 horas,155,40%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 1,Si,Si,No,No,Si,3 o 4,Más de 30 horas,155,40%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 3,Si,Si,No,No,No,2,Más de 30 horas,154,40%
F,Menos de 500 mil,No,Estrato 1,No,No,No,No,No,5 o 6,0,154,40%
M,Entre 2.5 millones y menos de 4 millones,Si,Estrato 2,Si,Si,No,No,No,5 o 6,Menos de 10 horas,150,40%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 2,Si,No,Si,No,No,3 o 4,Entre 11 y 20 horas,147,40%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 2,Si,Si,Si,No,No,3 o 4,Más de 30 horas,147,40%
M,Entre 500 mil y menos de 1 millón,Si,Estrato 3,No,Si,No,No,No,0,Más de 30 horas,146,40%
F,Entre 4 millones y menos de 5.5 millones,Si,Estrato 2,Si,Si,Si,No,No,2,Más de 30 horas,146,40%
F,Entre 2.5 millones y menos de 4 millones,No,Estrato 3,Si,No,No,No,No,1,Más de 30 horas,145,40%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 2,Si,No,No,Si,No,1,Más de 30 horas,144,40%
F,Entre 2.5 millones y menos de 4 millones,No,Estrato 1,Si,Si,No,No,Si,5 o 6,Más de 30 horas,137,40%
M,Entre 500 mil y menos de 1 millón,No,Estrato 1,Si,No,No,No,No,3 o 4,Entre 11 y 20 horas,136,40%
F,Entre 2.5 millones y menos de 4 millones,Si,Estrato 3,Si,Si,Si,No,No,3 o 4,Más de 30 horas,136,40%
M,Entre 1 millón y menos de 2.5 millones,No,Estrato 2,Si,Si,No,No,No,3 o 4,Más de 30 horas,135,40%
F,Entre 4 millones y menos de 5.5 millones,Si,Estrato 2,Si,Si,Si,No,No,2,Más de 30 horas,134,40%
F,Más de 7 millones,No,Estrato 2,Si,Si,Si,No,No,3 o 4,Más de 30 horas,134,40%
F,Entre 2.5 millones y menos de 4 millones,Si,Estrato 1,No,Si,Si,No,No,5 o 6,0,134,40%
F,Menos de 500 mil,No,Estrato 2,Si,Si,No,No,No,5 o 6,Más de 30 horas,134,40%
M,Entre 2.5 millones y menos de 4 millones,No,Estrato 1,Si,Si,No,No,Si,5 o 6,Más de 30 horas,130,40%
M,Entre 4 millones y menos de 5.5 millones,No,Estrato 2,Si,Si,Si,No,No,5 o 6,Más de 30 horas,129,40%
M,Entre 500 mil y menos de 1 millón,Si,Estrato 1,Si,Si,No,No,Si,3 o 4,Más de 30 horas,126,40%
M,Entre 2.5 millones y menos de 4 millones,No,Estrato 1,No,Si,Si,No,No,3 o 4,Entre 21 y 30 horas,125,40%
F,Entre 4 millones y menos de 5.5 millones,No,Estrato 2,Si,No,No,No,Si,2,Más de 30 horas,123,40%
M,No pagó matrícula,No,Estrato 1,No,Si,No,No,No,2,Más de 30 horas,122,40%
F,Menos de 500 mil,No,Estrato 2,No,No,No,No,No,3 o 4,Menos de 10 horas,122,40%
F,Entre 4 millones y menos de 5.5 millones,Si,Estrato 2,Si,Si,Si,No,No,3 o 4,Entre 21 y 30 horas,121,40%
F,Menos de 500 mil,No,Estrato 2,Si,Si,No,No,No,5 o 6,Más de 30 horas,119,40%
F,Entre 5.5 millones y menos de 7 millones,No,Estrato 1,Si,Si,No,No,No,5 o 6,Menos de 10 horas,117,40%
M,Entre 2.5 millones y menos de 4 millones,Si,Estrato 1,Si,Si,Si,No,No,2,Más de 30 horas,112,40%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 2,Si,Si,No,No,No,3 o 4,Más de 30 horas,111,40%
F,Entre 2.5 millones y menos de 4 millones,No,Estrato 3,Si,No,No,No,No,5 o 6,Menos de 10 horas,111,40%
M,Entre 2.5 millones y menos de 4 millones,Si,Estrato 1,Si,Si,No,No,Si,5 o 6,Entre 11 y 20 horas,111,40%
F,Entre 500 mil y menos de 1 millón,No,Estrato 1,Si,Si,No,No,No,3 o 4,Más de 30 horas,108,40%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 2,Si,Si,No,No,No,3 o 4,Más de 30 horas,102,40%
F,Entre 2.5 millones y menos de 4 millones,Si,Estrato 2,Si,Si,Si,No,No,3 o 4,Entre 21 y 30 horas,97,40%
F,No pagó matrícula,No,Estrato 2,No,No,Si,No,Si,5 o 6,Más de 30 horas,92,40%
M,Entre 1 millón y menos de 2.5 millones,No,Estrato 1,Si,Si,Si,No,No,5 o 6,Más de 30 horas,87,40%
F,Entre 4 millones y menos de 5.5 millones,No,Estrato 1,No,Si,Si,No,No,5 o 6,Menos de 10 horas,73,40%
F,Entre 4 millones y menos de 5.5 millones,Si,Estrato 3,Si,No,Si,No,No,2,Entre 11 y 20 horas,65,40%
F,Entre 2.5 millones y menos de 4 millones,No,Estrato 2,No,Si,Si,No,No,2,Más de 30 horas,60,40%
F,Entre 2.5 millones y menos de 4 millones,Si,Estrato 2,Si,Si,Si,No,No,2,Más de 30 horas,60,40%
M,Entre 2.5 millones y menos de 4 millones,No,Estrato 2,Si,Si,No,Si,No,5 o 6,Más de 30 horas,58,40%
F,Entre 4 millones y menos de 5.5 millones,No,Estrato 1,Si,No,No,No,Si,3 o 4,Entre 11 y 20 horas,51,40%
M,Entre 1 millón y menos de 2.5 millones,No,Estrato 4,Si,No,Si,No,No,3 o 4,Más de 30 horas,37,40%
F,Entre 2.5 millones y menos de 4 millones,Si,Estrato 1,Si,No,Si,No,Si,2,Entre 21 y 30 horas,36,40%
M,Entre 1 millón y menos de 2.5 millones,No,Estrato 2,Si,Si,No,No,No,3 o 4,Entre 21 y 30 horas,19,40%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 2,Si,Si,No,No,No,1,Entre 21 y 30 horas,18,40%
M,Menos de 500 mil,No,Estrato 2,Si,Si,No,No,No,3 o 4,Más de 30 horas,4,40%
M,No pagó matrícula,No,Estrato 1,Si,No,No,No,No,3 o 4,Más de 30 horas,176,30%
F,Entre 4 millones y menos de 5.5 millones,No,Estrato 2,No,Si,No,Si,No,3 o 4,Más de 30 horas,176,30%
M,Entre 4 millones y menos de 5.5 millones,No,Estrato 2,Si,Si,No,No,No,3 o 4,Más de 30 horas,175,30%
F,Menos de 500 mil,No,Estrato 2,No,No,No,No,No,3 o 4,Entre 11 y 20 horas,171,30%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 2,Si,Si,Si,No,No,5 o 6,Más de 30 horas,169,30%
F,Entre 2.5 millones y menos de 4 millones,Si,Estrato 3,Si,No,No,Si,No,3 o 4,Entre 21 y 30 horas,166,30%
F,Entre 2.5 millones y menos de 4 millones,Si,Estrato 1,Si,Si,Si,No,No,3 o 4,Más de 30 horas,161,30%
F,Menos de 500 mil,Si,Estrato 2,Si,Si,No,No,No,3 o 4,Más de 30 horas,157,30%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 2,Si,Si,No,No,No,5 o 6,Más de 30 horas,154,30%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 2,No,No,No,No,No,5 o 6,0,150,30%
M,Entre 2.5 millones y menos de 4 millones,No,Estrato 2,Si,Si,No,No,No,3 o 4,Más de 30 horas,148,30%
M,Entre 2.5 millones y menos de 4 millones,No,Estrato 2,Si,No,No,No,Si,3 o 4,Más de 30 horas,148,30%
M,Entre 5.5 millones y menos de 7 millones,Si,Estrato 2,Si,Si,Si,No,No,3 o 4,Entre 21 y 30 horas,147,30%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 3,No,Si,No,No,No,3 o 4,Menos de 10 horas,145,30%
M,Más de 7 millones,Si,Estrato 1,Si,Si,Si,No,No,3 o 4,Entre 11 y 20 horas,143,30%
M,Entre 1 millón y menos de 2.5 millones,No,Estrato 1,Si,Si,No,No,No,3 o 4,Más de 30 horas,140,30%
F,Entre 4 millones y menos de 5.5 millones,Si,Estrato 1,Si,Si,No,No,Si,3 o 4,Entre 21 y 30 horas,138,30%
F,Menos de 500 mil,Si,Estrato 1,No,Si,No,No,No,0,Más de 30 horas,137,30%
M,Más de 7 millones,No,Estrato 1,No,Si,Si,No,No,3 o 4,Entre 11 y 20 horas,135,30%
F,Entre 5.5 millones y menos de 7 millones,Si,Estrato 2,Si,Si,Si,No,No,3 o 4,Entre 21 y 30 horas,130,30%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 1,Si,Si,No,No,No,3 o 4,Más de 30 horas,127,30%
F,Entre 2.5 millones y menos de 4 millones,No,Estrato 2,Si,Si,No,No,No,3 o 4,Más de 30 horas,127,30%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 1,Si,Si,No,No,No,5 o 6,Entre 21 y 30 horas,127,30%
M,Entre 1 millón y menos de 2.5 millones,Si,Estrato 3,No,No,No,Si,No,1,Entre 21 y 30 horas,127,30%
F,Entre 2.5 millones y menos de 4 millones,Si,Estrato 2,Si,Si,No,No,No,2,Entre 21 y 30 horas,125,30%
M,Entre 4 millones y menos de 5.5 millones,No,Estrato 1,Si,Si,No,No,Si,5 o 6,Más de 30 horas,125,30%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 3,Si,Si,Si,No,No,5 o 6,Más de 30 horas,124,30%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 1,Si,Si,No,No,No,3 o 4,Más de 30 horas,123,30%
F,Entre 2.5 millones y menos de 4 millones,Si,Estrato 2,Si,No,Si,Si,No,3 o 4,Más de 30 horas,123,30%
M,Entre 2.5 millones y menos de 4 millones,Si,Estrato 2,Si,No,Si,No,Si,3 o 4,Más de 30 horas,123,30%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 1,Si,Si,Si,No,No,3 o 4,Más de 30 horas,119,30%
M,Entre 5.5 millones y menos de 7 millones,No,Estrato 2,Si,Si,Si,No,No,5 o 6,Más de 30 horas,119,30%
M,Entre 500 mil y menos de 1 millón,No,Estrato 2,Si,Si,No,No,No,5 o 6,Más de 30 horas,119,30%
M,Entre 2.5 millones y menos de 4 millones,Si,Estrato 2,Si,No,Si,No,Si,3 o 4,Más de 30 horas,118,30%
M,Entre 5.5 millones y menos de 7 millones,No,Estrato 2,No,No,No,No,Si,3 o 4,Menos de 10 horas,115,30%
F,Entre 500 mil y menos de 1 millón,No,Estrato 2,No,Si,No,No,Si,5 o 6,Más de 30 horas,112,30%
F,Entre 4 millones y menos de 5.5 millones,Si,Estrato 1,No,Si,No,No,Si,3 o 4,Menos de 10 horas,108,30%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 1,No,No,No,No,No,2,Menos de 10 horas,106,30%
M,Menos de 500 mil,No,Estrato 1,No,No,No,No,Si,3 o 4,Entre 21 y 30 horas,103,30%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 1,No,Si,Si,No,No,3 o 4,Más de 30 horas,101,30%
F,Entre 4 millones y menos de 5.5 millones,Si,Estrato 2,Si,Si,Si,No,No,3 o 4,Entre 21 y 30 horas,91,30%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 2,Si,Si,Si,No,No,3 o 4,Más de 30 horas,78,30%
F,Entre 2.5 millones y menos de 4 millones,Si,Estrato 3,Si,Si,Si,No,No,3 o 4,Más de 30 horas,76,30%
M,Entre 1 millón y menos de 2.5 millones,Si,Estrato 4,Si,Si,No,No,No,2,Más de 30 horas,72,30%
M,Entre 2.5 millones y menos de 4 millones,Si,Estrato 1,Si,Si,Si,No,No,3 o 4,Entre 21 y 30 horas,50,30%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 3,Si,Si,No,Si,No,3 o 4,Más de 30 horas,49,30%
M,Entre 1 millón y menos de 2.5 millones,No,Estrato 1,Si,Si,No,No,No,2,Más de 30 horas,48,30%
F,Entre 2.5 millones y menos de 4 millones,Si,Estrato 2,Si,Si,Si,No,No,3 o 4,Entre 21 y 30 horas,46,30%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 1,Si,No,No,No,Si,3 o 4,Menos de 10 horas,35,30%
F,No pagó matrícula,Si,Estrato 2,Si,Si,No,No,No,2,Más de 30 horas,29,30%
F,Menos de 500 mil,No,Estrato 1,No,No,Si,No,No,3 o 4,Entre 11 y 20 horas,21,30%
F,Más de 7 millones,No,Estrato 3,Si,Si,Si,No,No,3 o 4,Más de 30 horas,17,30%
F,Más de 7 millones,Si,Estrato 1,Si,Si,Si,Si,No,5 o 6,Entre 11 y 20 horas,12,30%
M,Entre 4 millones y menos de 5.5 millones,Si,Estrato 1,Si,Si,Si,No,Si,3 o 4,Más de 30 horas,6,30%
M,Entre 4 millones y menos de 5.5 millones,No,Estrato 3,Si,Si,Si,No,No,5 o 6,Más de 30 horas,5,30%
F,Entre 2.5 millones y menos de 4 millones,Si,Estrato 2,Si,Si,No,No,No,3 o 4,Entre 21 y 30 horas,177,30%
F,Entre 4 millones y menos de 5.5 millones,Si,Estrato 1,Si,Si,No,No,Si,3 o 4,Más de 30 horas,168,30%
M,Más de 7 millones,No,Estrato 1,Si,Si,No,No,Si,5 o 6,Más de 30 horas,167,30%
F,Más de 7 millones,Si,Estrato 3,Si,Si,No,Si,No,3 o 4,Más de 30 horas,158,30%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 1,Si,Si,Si,No,No,5 o 6,Más de 30 horas,157,30%
F,Menos de 500 mil,Si,Estrato 1,Si,No,Si,No,No,3 o 4,Más de 30 horas,155,30%
M,Entre 1 millón y menos de 2.5 millones,Si,Estrato 1,Si,Si,No,No,Si,5 o 6,Más de 30 horas,155,30%
M,Más de 7 millones,Si,Estrato 1,Si,Si,Si,No,No,2,Más de 30 horas,151,30%
F,Entre 5.5 millones y menos de 7 millones,No,Estrato 3,Si,No,Si,No,No,3 o 4,Más de 30 horas,148,30%
F,Entre 4 millones y menos de 5.5 millones,Si,Estrato 2,Si,Si,No,Si,No,3 o 4,Más de 30 horas,148,30%
F,Entre 2.5 millones y menos de 4 millones,No,Estrato 1,No,No,No,No,No,1,Entre 11 y 20 horas,147,30%
F,Entre 4 millones y menos de 5.5 millones,No,Estrato 2,No,No,Si,No,No,3 o 4,Entre 11 y 20 horas,147,30%
M,Entre 5.5 millones y menos de 7 millones,Si,Estrato 1,No,Si,No,No,Si,5 o 6,0,146,30%
F,Entre 5.5 millones y menos de 7 millones,Si,Estrato 3,Si,Si,Si,No,No,3 o 4,Más de 30 horas,145,30%
M,Entre 4 millones y menos de 5.5 millones,Si,Estrato 2,Si,Si,No,No,No,2,Entre 21 y 30 horas,142,30%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 2,No,No,Si,No,No,3 o 4,Menos de 10 horas,139,30%
F,Entre 2.5 millones y menos de 4 millones,Si,Estrato 3,Si,No,Si,No,No,2,Más de 30 horas,137,30%
M,Entre 1 millón y menos de 2.5 millones,No,Estrato 2,No,Si,No,No,No,2,Más de 30 horas,135,30%
F,Entre 2.5 millones y menos de 4 millones,Si,Estrato 3,Si,Si,Si,No,No,5 o 6,Más de 30 horas,134,30%
F,Más de 7 millones,Si,Estrato 2,No,Si,No,No,No,2,0,133,30%
M,Menos de 500 mil,No,Estrato 2,Si,No,No,No,No,5 o 6,Entre 21 y 30 horas,132,30%
M,Entre 500 mil y menos de 1 millón,Si,Estrato 3,Si,No,Si,No,No,3 o 4,Más de 30 horas,128,30%
M,Entre 1 millón y menos de 2.5 millones,Si,Estrato 2,Si,Si,Si,No,No,5 o 6,Más de 30 horas,128,30%
M,Entre 4 millones y menos de 5.5 millones,Si,Estrato 2,Si,Si,Si,No,No,3 o 4,Más de 30 horas,127,30%
F,Entre 4 millones y menos de 5.5 millones,Si,Estrato 2,Si,Si,Si,No,No,3 o 4,Más de 30 horas,127,30%
F,Más de 7 millones,No,Estrato 2,Si,Si,Si,No,No,5 o 6,Más de 30 horas,126,30%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 2,No,Si,No,No,Si,5 o 6,Entre 11 y 20 horas,124,30%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 2,Si,Si,No,No,No,2,Más de 30 horas,119,30%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 2,Si,No,No,No,No,5 o 6,Entre 11 y 20 horas,118,30%
M,Entre 2.5 millones y menos de 4 millones,Si,Estrato 1,Si,Si,No,No,No,1,Más de 30 horas,117,30%
F,Entre 4 millones y menos de 5.5 millones,No,Estrato 2,Si,Si,No,No,No,3 o 4,Más de 30 horas,117,30%
F,Entre 2.5 millones y menos de 4 millones,Si,Estrato 1,Si,Si,No,No,No,1,Más de 30 horas,114,30%
F,Entre 4 millones y menos de 5.5 millones,No,Estrato 2,No,No,Si,No,No,5 o 6,Menos de 10 horas,110,30%
F,Entre 2.5 millones y menos de 4 millones,Si,Estrato 1,Si,Si,No,No,No,3 o 4,Entre 11 y 20 horas,100,30%
F,Entre 4 millones y menos de 5.5 millones,No,Estrato 1,No,Si,No,No,No,3 o 4,Menos de 10 horas,98,30%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 5,Si,Si,No,No,No,3 o 4,Más de 30 horas,97,30%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 1,Si,No,No,No,Si,5 o 6,Entre 21 y 30 horas,97,30%
F,No pagó matrícula,Si,Estrato 2,Si,Si,No,No,No,3 o 4,Más de 30 horas,92,30%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 1,Si,Si,No,No,No,3 o 4,Más de 30 horas,89,30%
F,Entre 2.5 millones y menos de 4 millones,Si,Estrato 2,Si,Si,No,Si,No,3 o 4,Más de 30 horas,79,30%
F,Entre 4 millones y menos de 5.5 millones,Si,Estrato 3,Si,Si,Si,No,No,3 o 4,Más de 30 horas,74,30%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 1,No,No,No,No,No,3 o 4,0,71,30%
F,Entre 5.5 millones y menos de 7 millones,No,Estrato 2,Si,Si,Si,No,No,5 o 6,Más de 30 horas,69,30%
M,Entre 4 millones y menos de 5.5 millones,Si,Estrato 1,Si,Si,Si,No,No,5 o 6,Entre 11 y 20 horas,62,30%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 1,No,Si,Si,No,No,3 o 4,Entre 11 y 20 horas,59,30%
F,Menos de 500 mil,No,Estrato 1,No,Si,No,No,No,3 o 4,Entre 21 y 30 horas,56,30%
F,Entre 2.5 millones y menos de 4 millones,No,Estrato 1,No,Si,No,No,Si,3 o 4,Entre 21 y 30 horas,42,30%
M,Entre 4 millones y menos de 5.5 millones,Si,Estrato 2,Si,No,Si,No,Si,3 o 4,Entre 21 y 30 horas,36,30%
F,Entre 2.5 millones y menos de 4 millones,No,Estrato 1,No,Si,No,No,No,3 o 4,Menos de 10 horas,35,30%
F,Entre 500 mil y menos de 1 millón,No,Estrato 1,No,No,Si,No,Si,3 o 4,Más de 30 horas,34,30%
F,Entre 5.5 millones y menos de 7 millones,No,Estrato 1,Si,Si,No,No,No,5 o 6,Menos de 10 horas,33,30%
F,Menos de 500 mil,No,Estrato 2,No,Si,No,No,No,3 o 4,Entre 21 y 30 horas,30,30%
F,Entre 4 millones y menos de 5.5 millones,Si,Estrato 2,Si,Si,Si,No,No,2,Más de 30 horas,27,30%
M,No pagó matrícula,No,Estrato 1,No,No,No,No,Si,2,Más de 30 horas,26,30%
F,No pagó matrícula,No,Estrato 1,No,No,No,No,No,5 o 6,0,18,30%
F,Más de 7 millones,Si,Estrato 2,Si,Si,No,No,Si,2,Entre 21 y 30 horas,1,30%
F,Entre 2.5 millones y menos de 4 millones,Si,Estrato 2,Si,Si,No,No,No,3 o 4,Más de 30 horas,204,30%
M,Entre 4 millones y menos de 5.5 millones,Si,Estrato 2,Si,Si,No,No,No,3 o 4,Entre 21 y 30 horas,181,30%
M,Entre 500 mil y menos de 1 millón,Si,Estrato 1,No,No,No,No,Si,1,Más de 30 horas,179,30%
F,Entre 4 millones y menos de 5.5 millones,Si,Estrato 2,Si,Si,No,No,Si,5 o 6,Más de 30 horas,179,30%
F,Entre 5.5 millones y menos de 7 millones,Si,Estrato 3,Si,Si,No,No,No,3 o 4,Entre 21 y 30 horas,156,30%
F,Entre 2.5 millones y menos de 4 millones,No,Estrato 1,Si,Si,No,No,No,5 o 6,Más de 30 horas,156,30%
F,Entre 500 mil y menos de 1 millón,No,Estrato 1,No,No,No,No,Si,3 o 4,Más de 30 horas,151,30%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 2,Si,No,Si,No,No,3 o 4,Más de 30 horas,150,30%
M,Entre 1 millón y menos de 2.5 millones,Si,Estrato 1,Si,Si,No,No,No,2,Más de 30 horas,147,30%
M,Entre 4 millones y menos de 5.5 millones,No,Estrato 1,No,Si,No,No,No,3 o 4,Entre 11 y 20 horas,146,30%
M,Entre 4 millones y menos de 5.5 millones,No,Estrato 1,No,No,No,No,No,2,Menos de 10 horas,143,30%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 1,No,No,No,No,Si,5 o 6,Entre 11 y 20 horas,138,30%
F,Entre 4 millones y menos de 5.5 millones,No,Estrato 1,No,Si,No,No,No,5 o 6,Menos de 10 horas,135,30%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 1,Si,No,No,No,No,3 o 4,Entre 21 y 30 horas,128,30%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 3,No,Si,No,No,No,1,Más de 30 horas,124,30%
M,Entre 4 millones y menos de 5.5 millones,Si,Estrato 1,Si,No,No,No,Si,3 o 4,Entre 11 y 20 horas,123,30%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 1,No,No,No,No,Si,5 o 6,Entre 11 y 20 horas,120,30%
F,Menos de 500 mil,Si,Estrato 1,No,Si,No,No,No,3 o 4,Entre 11 y 20 horas,115,30%
M,Entre 1 millón y menos de 2.5 millones,Si,Estrato 1,Si,Si,Si,No,No,5 o 6,Más de 30 horas,108,30%
M,Menos de 500 mil,No,Estrato 1,No,No,No,No,Si,3 o 4,Más de 30 horas,107,30%
M,Entre 1 millón y menos de 2.5 millones,Si,Estrato 3,No,Si,No,No,No,1,Más de 30 horas,106,30%
F,Más de 7 millones,No,Estrato 1,Si,Si,No,No,Si,5 o 6,Más de 30 horas,106,30%
M,Entre 4 millones y menos de 5.5 millones,Si,Estrato 3,Si,Si,Si,No,No,3 o 4,Más de 30 horas,46,30%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 1,Si,Si,No,No,Si,3 o 4,Más de 30 horas,40,30%
M,Entre 4 millones y menos de 5.5 millones,Si,Estrato 1,Si,Si,Si,No,No,5 o 6,Entre 11 y 20 horas,37,30%
M,Menos de 500 mil,Si,Estrato 3,Si,Si,No,No,No,3 o 4,Más de 30 horas,35,30%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 1,Si,Si,No,No,Si,3 o 4,Más de 30 horas,23,30%
M,Entre 2.5 millones y menos de 4 millones,Si,Estrato 2,Si,Si,No,No,No,5 o 6,Menos de 10 horas,17,30%
F,Entre 4 millones y menos de 5.5 millones,Si,Estrato 1,Si,Si,Si,No,No,5 o 6,Entre 11 y 20 horas,7,30%
F,Menos de 500 mil,Si,Estrato 1,Si,No,Si,No,No,3 o 4,Entre 21 y 30 horas,5,30%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 1,No,Si,No,No,No,1,Más de 30 horas,169,30%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 3,No,Si,No,No,No,5 o 6,Entre 11 y 20 horas,165,30%
M,Entre 1 millón y menos de 2.5 millones,Si,Estrato 1,No,No,Si,No,No,2,Entre 21 y 30 horas,162,30%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 1,No,No,Si,No,No,5 o 6,Entre 21 y 30 horas,156,30%
F,Menos de 500 mil,No,Estrato 1,No,No,No,No,No,5 o 6,Entre 11 y 20 horas,151,30%
F,Entre 5.5 millones y menos de 7 millones,No,Estrato 1,Si,No,No,No,No,5 o 6,Menos de 10 horas,146,30%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 2,No,No,No,No,No,3 o 4,0,145,30%
F,Entre 500 mil y menos de 1 millón,No,Estrato 1,No,No,No,No,No,3 o 4,Entre 11 y 20 horas,144,30%
F,Entre 500 mil y menos de 1 millón,No,Estrato 1,Si,No,No,No,No,3 o 4,Más de 30 horas,144,30%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 2,No,Si,No,No,No,3 o 4,Más de 30 horas,141,30%
F,Entre 5.5 millones y menos de 7 millones,Si,Estrato 1,Si,No,No,No,No,3 o 4,0,137,30%
M,Entre 5.5 millones y menos de 7 millones,Si,Estrato 1,Si,Si,No,No,No,3 o 4,Entre 11 y 20 horas,136,30%
M,Entre 4 millones y menos de 5.5 millones,Si,Estrato 2,Si,Si,No,No,No,2,Más de 30 horas,134,30%
M,Entre 2.5 millones y menos de 4 millones,No,Estrato 1,Si,Si,No,No,No,5 o 6,Más de 30 horas,132,30%
F,Entre 4 millones y menos de 5.5 millones,No,Estrato 2,No,No,Si,No,No,3 o 4,Entre 21 y 30 horas,131,30%
F,Entre 2.5 millones y menos de 4 millones,Si,Estrato 1,No,Si,Si,No,No,3 o 4,Entre 21 y 30 horas,130,30%
F,Entre 500 mil y menos de 1 millón,No,Estrato 1,No,No,Si,No,No,3 o 4,Más de 30 horas,122,30%
M,Menos de 500 mil,No,Estrato 2,Si,No,No,No,No,5 o 6,Más de 30 horas,121,30%
M,Entre 2.5 millones y menos de 4 millones,Si,Estrato 1,Si,Si,No,No,No,3 o 4,Entre 21 y 30 horas,117,30%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 2,No,No,Si,No,No,3 o 4,Más de 30 horas,116,30%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 2,Si,Si,No,No,No,3 o 4,Más de 30 horas,110,30%
